,Class
31602,1
155173,1
12659,0
47293,1
59399,0
65403,0
2277,0
208490,1
29163,0
98720,0
119357,1
109486,0
31970,0
130459,1
120568,1
132676,1
90830,0
149291,1
30554,0
164734,1
146893,1
54427,0
35071,0
119023,1
69057,0
111999,0
84507,0
65589,0
119499,1
89206,0
65139,0
43620,0
114119,0
97926,0
200712,1
193527,1
110263,0
69256,0
103927,1
151088,1
201453,1
41932,0
35279,0
29944,0
114985,0
114406,0
66172,0
151208,1
39554,0
147417,1
116630,0
144781,1
8565,0
157861,1
117730,1
125090,1
34558,0
209776,1
49916,0
133237,1
81867,0
201531,1
203925,1
92511,0
129608,1
35887,0
15554,0
140612,1
210718,1
122367,1
102571,0
80550,0
57881,0
23608,0
87546,0
200277,1
116119,0
98268,0
7456,0
156773,1
17672,0
113673,1
212391,1
116516,1
126915,1
55428,0
92580,0
107085,0
182516,1
199852,1
4888,0
195391,1
159888,1
93244,0
39904,0
74148,0
46826,0
89370,1
33551,0
118445,1
209842,1
110651,0
23888,1
110391,0
49783,0
4084,0
69713,0
31554,0
46061,0
118478,1
17787,0
29405,1
198317,1
158321,1
30296,0
146577,1
168903,1
149844,1
179114,1
122125,1
32734,0
91839,0
149419,1
62795,0
160201,1
125308,1
175165,1
145427,1
126275,1
52455,0
193761,1
159231,1
197182,1
204255,1
163788,1
86476,0
55795,0
134946,1
13442,0
125573,1
120757,1
31974,0
116930,0
121452,1
57329,0
48880,0
106285,0
32351,0
76731,1
157384,1
159316,1
211418,1
174753,1
197003,1
12446,0
151668,1
118810,1
42812,0
158921,1
126644,1
12833,0
10483,0
29187,0
155729,1
72525,0
108572,0
4954,0
129190,1
180064,1
16457,1
164414,1
143985,1
202044,1
34855,0
92766,0
132694,1
97534,0
59302,0
78495,0
60651,0
1668,0
156135,1
154788,1
48389,0
106099,0
128292,1
112900,0
182762,1
59904,0
207118,1
85594,0
40867,0
180939,1
93691,0
142314,1
7441,1
117948,1
135835,1
70117,0
15469,0
212658,1
97516,1
175258,1
99155,0
129568,1
164012,1
83677,0
205339,1
70538,0
161435,1
205612,1
45753,0
105556,0
55141,0
45476,0
89597,0
61256,0
132613,1
17302,0
120895,1
134008,1
11944,0
181060,1
53671,0
141310,1
33151,0
556,0
172994,1
210863,1
119905,1
53073,0
201270,1
78695,0
17345,0
73268,0
107974,0
199250,1
164741,1
163023,1
92918,1
8907,0
141865,1
211440,1
38551,0
152218,1
100161,0
96597,0
126635,1
133390,1
184465,1
13197,0
171316,1
140580,1
125156,1
56380,1
52506,0
5754,0
159434,1
196415,1
91831,0
146741,1
27910,1
189634,1
167333,1
1736,0
177816,1
81158,0
141173,1
83173,1
202777,1
100350,0
3333,1
172201,1
92049,0
117548,0
116706,0
100650,0
189994,1
8261,0
196848,1
110874,0
69308,0
37642,0
91300,0
39966,0
142084,1
83497,0
134637,1
115976,0
199254,1
33021,0
12546,0
167628,1
35261,1
144883,1
121096,1
191259,1
61825,0
45630,0
156891,1
136301,1
163076,1
47139,0
11875,0
39017,1
143208,1
130671,1
44124,0
47489,0
65489,0
92076,0
150723,1
44214,0
180069,1
161125,1
53496,0
15081,0
33262,1
187195,1
87324,0
62527,0
85104,0
149422,1
199986,1
208326,1
26637,0
192634,1
2026,0
29625,0
134196,1
173673,1
18676,0
140627,1
171762,1
79326,0
124208,1
24083,1
8857,0
169373,1
93689,0
113041,1
70545,0
173046,1
101652,0
84517,0
158441,1
45118,0
205269,1
152972,1
45036,0
29707,0
180135,1
46730,0
57709,0
83975,0
8783,0
170368,1
82496,0
155883,1
16407,0
8388,0
191416,1
52216,0
18207,1
47380,0
50795,0
207893,1
116699,1
99497,0
89113,0
36033,0
163680,1
193623,1
38287,0
3307,0
55579,1
5628,0
157053,1
16716,0
20064,0
51535,0
79893,0
25722,0
12770,1
18575,0
145551,1
210073,1
17922,0
92775,1
9674,0
204274,1
192269,1
43510,0
111331,0
126551,1
17249,0
68264,0
65809,0
26215,0
15344,0
44801,0
146881,1
137910,1
25793,0
5158,0
101686,0
104496,0
25947,0
113914,0
171198,1
210014,1
98735,0
18304,0
46272,0
53018,0
119727,1
208036,1
172954,1
82852,1
126985,1
196005,1
113785,0
56953,0
204468,1
126253,1
79223,0
12282,0
52031,0
71669,0
166102,1
95269,0
170510,1
132834,1
208200,1
57343,0
187029,1
17030,0
48054,1
164924,1
136797,1
15598,0
7972,0
135270,1
134209,1
150806,1
14225,0
7853,0
97508,0
50982,0
150901,1
108474,0
50792,0
110345,0
13325,0
205032,1
211580,1
203450,1
201771,1
48957,1
39737,0
161520,1
173342,1
24081,0
212668,1
103308,0
160425,1
184013,1
12512,0
121518,1
209073,1
98819,0
118916,1
69547,0
167220,1
110102,1
5558,0
179209,1
194257,1
42285,0
124408,1
10227,0
68706,0
138860,1
44300,0
124623,1
137446,1
204569,1
133010,1
181307,1
163123,1
24590,0
62832,0
68167,0
60040,0
123557,1
212073,1
75420,0
182418,1
138446,1
199204,1
136938,1
57655,0
45801,0
131010,1
84651,0
207178,1
149195,1
172839,1
152478,1
183497,1
189396,1
132754,1
207718,1
180285,1
107673,0
21986,0
185808,1
93875,0
64431,0
203437,1
27034,0
160763,1
141502,1
135471,1
37435,0
145492,1
159189,1
23258,0
69605,0
147591,1
130701,1
37475,0
93721,0
95796,0
146666,1
96051,0
181036,1
112960,0
152197,1
121295,1
55478,0
205308,1
69397,0
47854,0
1877,0
47923,0
21956,0
156361,1
72152,0
199548,1
182285,1
98351,0
54182,0
69452,0
133284,1
143219,1
138690,1
206248,1
188402,1
190231,1
97195,0
7333,0
90244,0
203529,1
206508,1
110469,0
64326,0
19084,0
148808,1
206719,1
3284,0
157802,1
75634,1
119650,1
75170,0
76222,0
76205,0
118842,1
77211,0
92113,0
144452,1
10660,0
2101,0
142383,1
181911,1
192131,1
157461,1
21456,0
27110,0
65766,0
109606,0
149169,1
55643,0
208307,1
9002,0
11790,0
209494,1
47282,0
85165,0
42350,0
40121,0
169309,1
150709,1
22667,0
110177,0
38702,0
57099,0
187203,1
180980,1
87114,1
56727,1
199515,1
41046,0
46120,0
88717,0
103332,0
158939,1
1603,0
182518,1
63846,1
155908,1
58030,0
193082,1
173956,1
90765,0
25156,0
6628,0
187809,1
93839,0
1512,0
90408,0
139104,1
172767,1
193889,1
26773,0
91604,0
164249,1
77187,0
60098,0
104407,0
58577,0
185443,1
122849,1
170135,1
173953,1
48331,0
111958,0
205750,1
91085,0
13012,0
56882,0
100192,0
26922,0
130785,1
58376,0
172552,1
203855,1
181474,1
47511,1
151010,1
81632,0
20730,0
27265,0
150107,1
69510,0
176736,1
19247,0
149446,1
78154,0
108912,0
173102,1
65130,0
39446,0
40606,0
133816,1
122493,1
109312,0
23204,0
17592,0
101093,0
157712,1
50815,0
80916,0
202130,1
145330,1
7827,0
178689,1
208708,1
37976,0
129485,1
132088,1
105507,0
132505,1
64544,0
204721,1
72976,0
196957,1
186416,1
174391,1
172730,1
198705,1
161410,1
12989,0
125700,1
179581,1
37016,0
183468,1
49797,0
128370,1
22009,0
78298,0
143259,1
101402,0
53765,0
35264,0
157942,1
21152,0
87864,0
173994,1
107567,0
142348,1
3763,0
198725,1
37349,0
181995,1
176357,1
58705,0
177038,1
24132,0
82761,0
200677,1
27928,0
93987,0
90063,0
50735,0
198362,1
56613,0
204278,1
80899,0
46602,0
210955,1
125879,1
147507,1
148025,1
207950,1
177077,1
9403,0
39718,1
41407,0
148639,1
102042,0
4843,0
11760,1
129570,1
132710,1
148081,1
45473,0
74945,0
64352,0
32194,0
134780,1
60999,0
152279,1
115882,0
141937,1
182069,1
88874,0
100425,1
75187,0
160312,1
4452,0
159886,1
91339,0
2082,0
29808,0
183706,1
160651,1
195201,1
38617,1
145218,1
98194,0
41121,0
170682,1
100280,0
8866,0
185360,1
54719,0
94159,0
89127,0
22276,1
125809,1
141047,1
55564,0
13526,0
164811,1
65343,0
152229,1
21377,0
149883,1
8251,0
108020,0
88206,0
55876,0
149020,1
24214,0
205108,1
1232,0
178940,1
89126,0
191218,1
179210,1
106417,0
167448,1
7343,0
43535,0
58113,0
122904,1
33190,0
127495,1
92391,0
208987,1
50071,0
111192,0
950,0
185543,1
136329,1
6424,0
41064,0
37208,0
193211,1
54865,0
191153,1
1175,0
17741,0
161930,1
164373,1
194732,1
197577,1
93469,0
119427,1
1914,0
76013,0
122824,1
201929,1
199532,1
161697,1
168713,1
57807,1
129680,1
169613,1
26271,0
194870,1
30010,0
193090,1
124265,1
103753,0
136748,1
96101,0
189962,1
175814,1
88083,0
93307,0
206531,1
43333,0
211341,1
70364,0
21962,0
38881,0
162690,1
159257,1
2517,0
44246,0
58985,0
146810,1
197649,1
144288,1
19557,0
98397,0
122855,1
78188,0
109300,0
172993,1
45981,0
143868,1
122290,1
130847,1
73258,0
213173,1
178081,1
173681,1
96269,0
196166,1
196899,1
48306,0
59470,0
206899,1
208374,1
136486,1
74444,0
14296,1
157281,1
123430,1
146352,1
164216,1
131463,1
65694,0
177780,1
35068,0
184789,1
210793,1
200239,1
176807,1
28445,0
187120,1
156322,1
118528,1
58582,0
185067,1
119405,1
181686,1
162073,1
45046,0
83736,0
87253,0
207881,1
199816,1
187868,1
187630,1
4605,1
61218,0
23201,0
199902,1
90892,1
72792,0
29499,0
147154,1
12668,0
188208,1
44502,0
76696,0
1564,0
137773,1
164745,1
39945,0
191090,1
91289,0
148088,1
66179,0
52651,0
105621,0
67169,0
74317,0
108448,0
12874,0
55404,0
11977,0
160590,1
210348,1
153683,1
34997,0
133449,1
64528,0
58727,0
17294,0
66098,0
197222,1
109694,1
209844,1
148916,1
130458,1
156490,1
29918,0
129125,1
73011,0
91177,0
158040,1
138867,1
127774,1
191907,1
126756,1
89730,0
114117,0
166254,1
75292,0
40914,0
107377,0
178195,1
133633,1
16736,0
116055,0
125970,1
114893,0
150676,1
104261,1
125755,1
87790,0
79841,1
192266,1
128696,1
53033,0
210860,1
6942,1
168020,1
624,0
136837,1
29497,0
152266,1
34504,1
40803,0
116431,0
8854,0
14690,0
195414,1
17271,0
167652,1
66783,0
94423,0
53183,0
45570,0
23948,1
55925,0
183672,1
209024,1
136399,1
61685,0
145658,1
120495,1
86320,0
66388,0
137600,1
185455,1
163263,1
203824,1
55219,0
3300,0
13661,0
17630,0
78472,0
65514,0
171617,1
1018,0
77749,0
175589,1
107170,0
178875,1
174693,1
134398,1
77954,0
167495,1
137255,1
134636,1
121881,1
4477,0
200879,1
110816,0
93088,0
99240,1
20315,0
106175,0
191934,1
34874,0
203900,1
205734,1
152065,1
144360,1
40404,0
172301,1
14195,0
150897,1
175091,1
189484,1
194441,1
180849,1
193003,1
9205,0
87733,0
169075,1
210837,1
52131,0
175459,1
45325,1
49903,0
39730,0
44366,0
30114,0
58988,0
76481,0
87315,0
156809,1
205331,1
64029,0
201257,1
144014,1
49345,0
126332,1
160056,1
102967,0
200795,1
201690,1
91652,0
56211,0
175412,1
77554,0
105840,0
172064,1
159048,1
3270,0
1940,0
64148,0
91438,0
134793,1
80358,0
32757,0
149995,1
62694,0
84339,0
190149,1
184726,1
192293,1
51098,0
185135,1
166505,1
115649,0
78684,1
73139,0
52301,0
174519,1
16153,0
123043,1
198609,1
109630,0
56864,0
137518,1
69792,0
29450,0
96010,0
30970,0
100644,0
153822,1
87694,0
147877,1
37389,0
135577,1
137574,1
183170,1
113108,0
112283,0
115552,0
105760,0
35395,0
190154,1
34063,0
125082,1
90234,0
191976,1
107358,0
202680,1
27126,0
207618,1
68630,1
2333,0
110606,0
32679,0
97755,0
93770,0
140620,1
144958,1
18601,0
42981,0
188413,1
29365,1
117567,1
136119,1
173621,1
139932,1
190933,1
61237,0
203336,1
17780,0
204876,1
206589,1
176644,1
200587,1
144624,1
185617,1
192412,1
48922,0
185605,1
127119,1
112676,0
189171,1
77898,0
131927,1
19345,0
138207,1
154028,1
177061,1
74689,0
72962,0
211225,1
131359,1
128887,1
117720,1
161578,1
158662,1
198971,1
75884,0
143367,1
63893,0
168858,1
45424,0
169752,1
52234,1
62645,0
104489,0
204069,1
191589,1
205915,1
184160,1
139189,1
61805,0
142649,1
145697,1
39226,0
195985,1
209107,1
39526,0
99629,0
150291,1
13940,0
180106,1
44217,0
180318,1
134143,1
181952,1
74293,1
192893,1
72090,0
59982,0
196574,1
37445,0
18943,0
14301,0
95198,0
176197,1
176628,1
34347,0
129665,1
56023,0
83972,0
43713,1
164770,1
44140,0
103728,0
197233,1
154097,1
164661,1
143615,1
125157,1
154647,1
1295,0
104906,0
72711,0
20636,0
123255,1
155618,1
122530,1
157468,1
37399,0
188368,1
107621,0
58421,0
200457,1
97840,0
72504,0
6978,0
79061,0
123241,1
26796,0
26934,0
147401,1
95733,0
110953,0
15593,0
126674,1
92935,0
206187,1
5162,0
56498,0
10149,1
108615,0
66844,0
138015,1
86160,0
151016,1
62535,0
56636,0
209883,1
106498,0
59974,0
18093,0
148176,1
136533,1
178896,1
61871,0
75457,0
195273,1
20255,0
58119,0
47473,0
175983,1
202420,1
19493,0
145805,1
46771,0
8141,0
165437,1
8918,1
197777,1
701,0
181009,1
62972,0
134788,1
156963,1
52129,1
121043,1
39675,0
77846,0
62216,0
26872,1
184998,1
188621,1
105009,0
210848,1
82557,1
169608,1
4414,0
136650,1
211704,1
211762,1
114685,0
11950,0
30483,0
20960,0
74201,0
211036,1
128347,1
181072,1
95819,0
52382,0
11947,1
163145,1
149739,1
212346,1
140068,1
131532,1
165286,1
32937,0
61189,0
67176,0
18817,0
20290,0
182913,1
163334,1
59563,0
80027,0
118659,1
79407,0
13824,0
122795,1
3031,0
94706,1
177321,1
65309,0
97510,0
209447,1
148180,1
20023,0
100939,0
211076,1
58947,0
8202,0
177988,1
135876,1
132522,1
166025,1
171712,1
206194,1
174135,1
106850,0
36470,0
79564,0
33325,0
141726,1
153632,1
143327,1
166156,1
112397,0
108087,0
201180,1
159047,1
116263,0
6948,0
113256,0
54547,0
42170,0
23927,0
137154,1
140243,1
29662,0
206084,1
61536,0
121450,1
128810,1
33675,0
158136,1
114174,1
92926,0
132200,1
53864,1
110273,0
71998,0
180230,1
143625,1
124583,1
84340,0
119921,1
103486,0
35874,0
205267,1
2535,0
140825,1
84628,1
52512,0
126624,1
72081,0
22804,0
54027,0
159782,1
125698,1
138520,1
149467,1
202058,1
200098,1
171993,1
156121,1
95840,0
66336,0
80536,0
39337,0
19355,0
67870,0
176865,1
53611,0
16142,0
79230,0
55446,0
59774,0
182011,1
47794,0
147855,1
186680,1
113016,0
202882,1
60629,0
185611,1
121037,1
39957,0
49075,0
202359,1
61910,0
134247,1
113295,0
166058,1
22524,1
34522,0
38763,0
142983,1
127645,1
47058,0
54538,0
36541,0
11664,1
184113,1
196590,1
201086,1
158579,1
60877,0
160839,1
200282,1
170917,1
64369,0
3629,0
147200,1
120859,1
87500,1
145169,1
53617,0
182062,1
20391,0
162479,1
21520,0
136925,1
192883,1
170248,1
122585,1
171168,1
180585,1
68808,0
57050,0
124334,1
15357,0
112006,0
91844,0
22910,0
19230,0
211928,1
50916,0
154610,1
80725,0
81987,0
32964,0
42427,0
171090,1
20268,0
43686,0
129111,1
151299,1
70373,1
187485,1
136454,1
155134,1
22935,0
191637,1
84003,0
182488,1
123850,1
111257,0
53292,0
18760,0
129557,1
45041,0
32017,0
140022,1
179195,1
93896,0
65673,0
79717,0
209310,1
77359,0
138707,1
22040,0
208630,1
110451,0
182725,1
101275,0
58437,0
130175,1
49707,0
187826,1
32666,0
124388,1
67878,0
70166,0
39889,0
109632,0
197640,1
200904,1
213061,1
106247,0
192611,1
144192,1
91709,0
148037,1
122390,1
58600,0
125536,1
100084,0
86074,1
190364,1
140796,1
189147,1
73810,0
173920,1
163796,1
138514,1
171084,1
181105,1
155635,1
173768,1
209854,1
115365,0
179542,1
102867,0
208759,1
140671,1
169468,1
137524,1
122953,1
174127,1
108091,0
105559,0
22968,0
195493,1
143353,1
112391,0
202086,1
139901,1
154918,1
125218,1
163019,1
193402,1
38579,0
27096,0
49568,0
79932,0
202305,1
113019,0
90696,0
172302,1
61177,0
80964,0
32089,0
32424,0
101972,0
165616,1
45792,0
72854,0
47163,0
61089,0
35653,0
52346,1
105189,0
36435,0
36377,0
126859,1
72611,1
127825,1
106231,0
103598,0
192004,1
199623,1
71995,0
120043,1
166798,1
160551,1
158053,1
199891,1
128636,1
211212,1
86454,0
207750,1
161671,1
8459,0
28358,0
61830,0
119281,1
172446,1
100812,0
206075,1
82116,0
137402,1
126449,1
82044,0
74364,0
154991,1
105802,0
199718,1
205875,1
95657,0
156847,1
24541,0
193622,1
171597,1
63732,0
110982,0
86263,0
7332,0
134007,1
45493,0
102046,0
202075,1
119390,1
173057,1
109237,0
63696,0
168687,1
17952,0
200307,1
200643,1
7281,0
68883,0
190887,1
209010,1
6004,0
152414,1
153022,1
114912,0
44202,0
198850,1
167651,1
211383,1
212669,1
212975,1
193433,1
75564,1
9468,1
45096,1
154667,1
174359,1
157411,1
168659,1
77199,0
131542,1
14673,0
10269,0
196810,1
5412,1
116392,0
123757,1
186870,1
88034,0
124404,1
24098,0
96750,0
112912,0
27823,0
122683,1
58089,0
80058,0
174916,1
30289,1
136868,1
170106,1
18334,0
192731,1
156937,1
13367,0
140250,1
163600,1
129545,1
32714,0
9579,0
82312,0
9369,0
129047,1
40247,0
185396,1
39087,0
134077,1
27402,0
142424,1
124170,1
61764,0
80898,0
62677,0
32635,1
11679,0
180652,1
73910,0
81868,0
195742,1
36001,0
155681,1
152235,1
77134,0
51799,0
1220,0
119620,1
23720,1
174552,1
51740,0
21753,0
79719,0
4401,0
206094,1
59122,0
205213,1
163832,1
184947,1
176745,1
187499,1
155399,1
105482,0
118327,1
18962,0
144691,1
125166,1
129734,1
172408,1
30959,0
169561,1
42225,0
37486,0
49050,0
38423,0
2121,0
62833,1
83708,0
45943,1
2614,1
66501,0
133460,1
92879,1
206839,1
34849,0
31215,0
82959,0
67115,0
163853,1
35374,0
13478,0
111381,0
123868,1
60871,0
99595,0
194573,1
179797,1
53428,0
10857,1
57831,0
151890,1
104187,0
31806,0
107500,0
118900,1
70079,0
93958,0
189581,1
170826,1
11887,0
207902,1
52368,1
131928,1
101823,0
47735,0
124879,1
32876,0
209160,1
96677,0
16872,0
25754,0
90057,0
92842,0
165970,1
199540,1
28419,0
171658,1
150194,1
197187,1
29095,0
92184,0
128966,1
146153,1
103687,0
103075,0
197607,1
108015,0
166983,1
39417,0
47479,1
54751,0
118330,1
24065,0
117689,1
165934,1
46079,0
116938,0
155081,1
95262,0
75135,0
84033,0
74378,0
110628,0
97810,0
181182,1
44057,0
53538,0
198263,1
23244,0
156070,1
174527,1
150812,1
70898,0
105662,0
126735,1
132285,1
118563,1
103667,0
17137,0
178853,1
8992,0
57085,0
191970,1
96579,0
124941,1
7055,0
191542,1
98832,1
60578,0
173089,1
149572,1
202376,1
119493,1
109753,0
11409,0
206593,1
109330,1
5278,0
174929,1
68949,0
5956,0
133532,1
141352,1
147136,1
184334,1
109230,0
135040,1
123548,1
22021,0
92059,0
154872,1
145827,1
31908,0
312,0
102481,0
78825,0
134867,1
113676,0
91784,0
112358,0
204422,1
8650,0
141968,1
118188,1
132376,1
188493,1
62303,0
130237,1
73964,1
47811,0
181395,1
142309,1
121125,1
11237,0
121698,1
149657,1
38851,0
133508,1
162637,1
36267,0
35413,0
121609,1
10138,0
60516,0
11310,1
91696,0
184722,1
171911,1
73326,1
128832,1
159216,1
136145,1
83679,0
134282,1
81708,1
39399,0
135095,1
133403,1
142406,1
130332,1
188755,1
87848,0
144676,1
201551,1
112918,0
97640,0
102292,0
137396,1
132052,1
184194,1
41602,1
69221,0
92484,0
12188,0
165987,1
126437,1
90148,1
154217,1
158602,1
185238,1
48235,0
48243,1
212674,1
154860,1
20594,0
210340,1
56829,0
125055,1
31491,0
59983,0
194303,1
93788,0
48220,0
145593,1
204067,1
198142,1
95158,0
210503,1
159138,1
105115,0
201280,1
78224,1
159911,1
95522,0
170259,1
49152,1
25309,1
196761,1
130761,1
10819,0
83344,0
110703,0
205943,1
19206,0
153596,1
135576,1
203525,1
122340,1
94695,0
122391,1
190566,1
152165,1
211370,1
132972,1
163778,1
81985,0
173092,1
73279,0
107650,0
150832,1
172556,1
154066,1
167888,1
122369,1
33856,0
24835,0
182477,1
57756,1
41372,0
12286,0
145039,1
153566,1
110991,0
140646,1
166510,1
194799,1
86033,1
125359,1
66208,0
90193,0
137179,1
198314,1
149568,1
74737,0
131571,1
25449,0
197973,1
200088,1
147114,1
9354,1
203312,1
109503,1
40674,0
193204,1
34744,0
173421,1
127719,1
12208,0
2979,0
200260,1
198257,1
106518,1
54156,0
4849,0
90082,0
170631,1
117417,0
70080,0
129483,1
53434,0
51617,0
35840,0
24109,0
26145,0
83229,0
194627,1
191351,1
212958,1
97710,0
169703,1
124901,1
156283,1
6796,0
47885,1
103776,0
88603,0
200355,1
241,1
53574,0
83952,0
88863,1
67683,0
50088,0
13439,0
118514,1
49472,0
130610,1
50380,0
168784,1
171861,1
113637,0
150834,1
149652,1
18754,0
84914,0
24389,0
146059,1
148964,1
78829,0
112461,0
57832,0
171183,1
52085,0
196642,1
23712,1
81859,1
134018,1
156613,1
848,0
46277,0
168107,1
41555,0
58427,0
178348,1
202103,1
67571,0
70502,0
175943,1
89756,0
66562,0
173744,1
67189,0
67738,0
117402,0
10538,0
55144,0
211345,1
154068,1
6814,0
167964,1
132908,1
84186,0
58717,0
87366,0
5433,0
108256,0
89383,1
20124,0
154730,1
53905,0
73695,0
398,0
208369,1
112636,0
67912,0
125035,1
57900,0
185790,1
18076,0
155290,1
29282,0
87224,0
182311,1
85688,1
94173,0
150747,1
138403,1
48174,0
33257,0
38686,0
33209,0
94390,0
73187,0
202933,1
11677,0
204480,1
60023,0
186276,1
140501,1
25773,0
83353,0
78098,0
143777,1
204658,1
78142,0
43041,0
33198,1
125505,1
62400,0
24326,0
48293,0
164428,1
9352,0
219,0
166047,1
167421,1
91970,0
172920,1
183463,1
185222,1
125229,1
97695,0
8313,1
200344,1
164222,1
8786,0
155112,1
179724,1
106126,0
97104,0
67601,0
117872,1
50891,0
14561,0
61421,0
202599,1
123660,1
1159,1
50793,0
131602,1
21076,0
67251,0
33113,0
49595,0
160471,1
181352,1
40469,0
130766,1
6509,0
187769,1
99224,0
52902,1
2842,0
188761,1
87652,0
133687,1
34089,0
183662,1
155037,1
195648,1
85246,0
43430,0
178433,1
2896,0
387,0
146674,1
42100,0
15552,1
192868,1
186884,1
191204,1
90752,0
151248,1
177626,1
55851,0
62606,0
167386,1
132967,1
199076,1
119228,1
117197,1
207728,1
128071,1
106541,0
56631,1
112408,1
67712,0
156059,1
100855,1
158961,1
40814,0
150899,1
42808,0
12500,0
76897,0
55676,0
114530,0
21907,0
125896,1
70158,1
41240,1
46378,0
73074,0
119026,1
141188,1
92234,0
61740,0
139020,1
20911,0
19488,0
81701,0
210968,1
18415,0
132791,1
24934,0
54283,0
104767,0
73053,0
183783,1
103886,0
5981,0
193027,1
95288,0
142731,1
8741,0
133665,1
115353,0
122382,1
180866,1
22429,0
174160,1
48556,0
161066,1
84743,0
84780,0
49074,0
119575,1
167978,1
10822,0
113810,0
33830,0
191513,1
39091,0
167505,1
191138,1
41355,0
41599,0
110176,0
212578,1
72263,0
197861,1
107581,0
55705,0
167003,1
104272,0
9005,0
66733,0
200159,1
144083,1
207706,1
124114,1
205645,1
157633,1
178141,1
72028,0
166580,1
63962,0
180863,1
70521,0
194000,1
93317,0
84472,0
46915,0
75257,0
27374,0
36915,0
163453,1
12009,0
128444,1
116510,0
142708,1
199079,1
135773,1
37839,0
157546,1
87255,0
210305,1
202646,1
188896,1
141213,1
170243,1
115802,0
173868,1
48771,0
37999,0
24163,0
132756,1
85208,0
135316,1
192182,1
79924,1
120783,1
185462,1
157844,1
108831,0
69876,0
92462,0
56783,0
145236,1
17783,0
152413,1
40775,0
21666,0
79051,0
151310,1
49452,0
88318,0
48197,0
15022,0
12848,0
70614,0
180266,1
23190,0
199097,1
165506,1
6649,0
15252,0
71307,0
186347,1
60518,1
186431,1
183435,1
167015,1
163924,1
20858,0
125525,1
122,0
129684,1
124028,1
10608,0
147069,1
184468,1
178523,1
102611,1
29256,0
10244,0
10707,0
197465,1
20547,0
163066,1
102397,0
174479,1
131840,1
45185,0
97722,0
88380,0
184086,1
136382,1
142671,1
6444,0
41792,0
83761,1
15094,0
61308,0
11775,1
35578,0
14405,0
182788,1
111843,0
125959,1
1123,0
36626,0
138850,1
89389,0
198695,1
190973,1
22839,0
55852,0
140875,1
164151,1
195144,1
34060,0
183332,1
127322,1
55442,0
57930,0
154445,1
211378,1
133821,1
122138,1
20950,0
121337,1
195199,1
125855,1
58449,0
211899,1
14615,0
135930,1
67845,0
86683,0
158915,1
100571,0
159791,1
39012,0
20253,0
104965,0
48587,0
81269,0
28620,0
36772,0
120227,1
21691,0
96773,0
54500,0
140972,1
21034,0
74670,0
134716,1
30175,0
27001,1
91819,0
135676,1
75323,0
46820,1
10754,0
141815,1
101682,0
101184,0
170154,1
36512,0
11386,0
32100,0
47187,0
175742,1
190046,1
184763,1
65790,0
120153,1
57594,0
162617,1
61200,0
87311,0
201443,1
169719,1
37540,0
129748,1
190799,1
183624,1
134005,1
75946,0
134448,1
52877,0
211691,1
131934,1
21459,0
44964,0
52673,0
150791,1
89428,0
189957,1
135074,1
70722,0
92797,0
106076,0
209036,1
115633,0
14441,0
45810,0
213078,1
19434,0
152265,1
120796,1
52830,0
99607,0
160772,1
51232,0
182227,1
143733,1
150916,1
185897,1
194790,1
106983,1
128889,1
175076,1
177844,1
109776,0
132836,1
211718,1
145528,1
139443,1
167946,1
97789,0
41084,0
162986,1
196903,1
156112,1
156165,1
4996,0
70889,0
16768,0
93189,1
159177,1
174539,1
147896,1
99336,0
59274,0
140198,1
141804,1
48088,0
43940,0
93998,0
77893,0
30196,1
206053,1
99600,0
25419,0
205826,1
65990,0
28121,0
93381,0
205711,1
114640,0
17058,0
92250,0
192372,1
2597,0
160807,1
202553,1
37102,1
126453,1
121986,1
190155,1
20432,0
201279,1
115636,0
101296,0
204836,1
36927,1
148497,1
79661,0
147481,1
107479,0
163833,1
39106,0
34191,0
209642,1
166768,1
166928,1
57688,0
73199,0
35595,0
97882,0
31301,0
194460,1
40334,0
90828,0
68004,0
58685,0
110010,1
194164,1
37348,0
120626,1
211972,1
180555,1
197655,1
128935,1
133843,1
112941,0
44253,0
65065,0
164922,1
38097,0
11961,0
71673,0
53012,0
126157,1
40608,0
32107,0
33035,0
60016,0
76549,0
43135,0
205020,1
119046,1
21878,1
82363,1
100228,0
48352,0
39631,0
23921,0
174176,1
169880,1
32408,0
204900,1
172260,1
9195,0
121326,1
154122,1
37374,0
160776,1
80526,0
89842,0
772,0
140879,1
46088,0
4387,0
187038,1
206297,1
6983,0
26109,0
210727,1
130074,1
128132,1
45138,0
109477,0
104873,0
102453,0
44744,0
37517,0
144172,1
6891,0
85115,0
201936,1
92795,0
82556,0
191479,1
63836,0
191279,1
102730,0
186371,1
152886,1
22220,0
105504,0
81224,0
138443,1
176328,1
69704,0
136461,1
12946,0
131550,1
102073,0
159405,1
84520,0
102411,1
76694,0
56578,0
148816,1
6920,0
33973,0
92717,1
55436,0
102717,0
114558,0
10361,0
119381,1
125559,1
43468,0
158023,1
90393,0
86778,0
151495,1
188880,1
9803,0
4254,0
181316,1
131150,1
50693,0
142840,1
85335,0
50821,1
93678,0
140241,1
122055,1
101404,0
73377,0
125685,1
65851,0
161197,1
85278,0
168712,1
207782,1
60983,0
170900,1
191719,1
41624,0
91037,0
130020,1
147725,1
175651,1
189439,1
45504,0
174680,1
27047,0
73242,0
147142,1
118506,1
104978,0
72732,0
137118,1
147737,1
